DEBUG - 2015-02-12 11:16:32.026; [qtp524450165-15] org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:281); filled 337/337
DEBUG - 2015-02-12 11:16:32.116; [qtp524450165-15 - /solr/admin/cores] org.eclipse.jetty.webapp.WebAppClassLoader.loadClass(WebAppClassLoader.java:439); loaded class com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl from null
DEBUG - 2015-02-12 11:16:32.152; [qtp524450165-15 - /solr/admin/cores] org.eclipse.jetty.webapp.WebAppClassLoader.loadClass(WebAppClassLoader.java:439); loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
INFO  - 2015-02-12 11:16:32.154; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrConfig.initLibs(SolrConfig.java:535); Adding specified lib dirs to ClassLoader
INFO  - 2015-02-12 11:16:32.156; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/apache-mime4j-core-0.7.2.jar' to classloader
INFO  - 2015-02-12 11:16:32.156; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/apache-mime4j-dom-0.7.2.jar' to classloader
INFO  - 2015-02-12 11:16:32.156; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/asm-3.1.jar' to classloader
INFO  - 2015-02-12 11:16:32.156; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/aspectjrt-1.6.11.jar' to classloader
INFO  - 2015-02-12 11:16:32.157; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/bcmail-jdk15-1.45.jar' to classloader
INFO  - 2015-02-12 11:16:32.157; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/bcprov-jdk15-1.45.jar' to classloader
INFO  - 2015-02-12 11:16:32.158; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/boilerpipe-1.1.0.jar' to classloader
INFO  - 2015-02-12 11:16:32.158; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/commons-compress-1.7.jar' to classloader
INFO  - 2015-02-12 11:16:32.158; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/dom4j-1.6.1.jar' to classloader
INFO  - 2015-02-12 11:16:32.159; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/fontbox-1.8.1.jar' to classloader
INFO  - 2015-02-12 11:16:32.159; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/icu4j-52.1.jar' to classloader
INFO  - 2015-02-12 11:16:32.159; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/isoparser-1.0-RC-1.jar' to classloader
INFO  - 2015-02-12 11:16:32.160; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/jdom-1.0.jar' to classloader
INFO  - 2015-02-12 11:16:32.160; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/jempbox-1.8.1.jar' to classloader
INFO  - 2015-02-12 11:16:32.160; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/juniversalchardet-1.0.3.jar' to classloader
INFO  - 2015-02-12 11:16:32.161; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/metadata-extractor-2.6.2.jar' to classloader
INFO  - 2015-02-12 11:16:32.166; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/netcdf-4.2-min.jar' to classloader
INFO  - 2015-02-12 11:16:32.166; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/pdfbox-1.8.1.jar' to classloader
