INFO  - 2014-07-23 11:01:34.262; org.apache.solr.servlet.SolrDispatchFilter; SolrDispatchFilter.init()
DEBUG - 2014-07-23 11:02:40.601; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.602; org.apache.solr.util.plugin.AbstractPluginLoader; created lowercase: org.apache.solr.schema.TextField
DEBUG - 2014-07-23 11:02:40.606; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.609; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.611; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.613; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.617; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.625; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.632; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.636; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.637; org.apache.solr.util.plugin.AbstractPluginLoader; created : org.apache.lucene.analysis.core.KeywordTokenizerFactory
DEBUG - 2014-07-23 11:02:40.641; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.643; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.647; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.649; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.651; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.653; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.656; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.659; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.668; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.670; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.672; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.path.ReversePathHierarchyTokenizer from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.673; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.path.PathHierarchyTokenizer from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.674; org.apache.solr.util.plugin.AbstractPluginLoader; created : org.apache.lucene.analysis.path.PathHierarchyTokenizerFactory
DEBUG - 2014-07-23 11:02:40.676; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.678; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.679; org.apache.solr.util.plugin.AbstractPluginLoader; created descendent_path: org.apache.solr.schema.TextField
DEBUG - 2014-07-23 11:02:40.681; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.683; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.685; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.688; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.692; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.694; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.697; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.699; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.700; org.apache.solr.util.plugin.AbstractPluginLoader; created : org.apache.lucene.analysis.path.PathHierarchyTokenizerFactory
DEBUG - 2014-07-23 11:02:40.702; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.704; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.708; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.717; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.720; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.722; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.724; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.726; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.733; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.735; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.736; org.apache.solr.util.plugin.AbstractPluginLoader; created : org.apache.lucene.analysis.core.KeywordTokenizerFactory
DEBUG - 2014-07-23 11:02:40.741; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.746; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.746; org.apache.solr.util.plugin.AbstractPluginLoader; created ancestor_path: org.apache.solr.schema.TextField
DEBUG - 2014-07-23 11:02:40.749; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.751; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.753; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.758; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.764; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.769; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.772; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.775; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.778; org.apache.solr.util.plugin.AbstractPluginLoader; created ignored: org.apache.solr.schema.StrField
DEBUG - 2014-07-23 11:02:40.788; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface org.apache.solr.schema.SpatialQueryable from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.790; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.schema.AbstractSubTypeFieldType from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.791; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.schema.CoordinateFieldType from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.791; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.schema.PointType from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.793; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.queries.function.valuesource.MultiValueSource from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.793; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.queries.function.valuesource.VectorValueSource from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.794; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.schema.PointTypeValueSource from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.796; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.798; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.802; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.804; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.806; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.808; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.811; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.813; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.813; org.apache.solr.util.plugin.AbstractPluginLoader; created point: org.apache.solr.schema.PointType
DEBUG - 2014-07-23 11:02:40.819; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.schema.LatLonType from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.820; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.schema.LatLonValueSource from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.822; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface org.apache.solr.search.ExtendedQuery from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.822; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface org.apache.solr.search.PostFilter from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.823; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.search.ExtendedQueryBase from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.824; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.schema.SpatialDistanceQuery from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.826; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.829; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.831; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.833; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.836; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.839; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.843; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.846; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2014-07-23 11:02:40.847; org.apache.solr.util.plugin.AbstractPluginLoader; created location: org.apache.solr.schema.LatLonType
DEBUG - 2014-07-23 11:02:40.854; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.schema.AbstractSpatialFieldType from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.855; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.schema.AbstractSpatialPrefixTreeFieldType from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.855; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.schema.SpatialRecursivePrefixTreeFieldType from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.872; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface com.spatial4j.core.shape.Shape from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.883; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.spatial.query.SpatialArgsParser from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.885; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.solr.schema.AbstractSpatialFieldType$1 from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.886; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.queries.function.FunctionQuery from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.888; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.spatial.SpatialStrategy from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.891; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.spatial.prefix.PrefixTreeStrategy from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.892; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.spatial.prefix.RecursivePrefixTreeStrategy from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.895; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.CacheBuilder from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.896; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface com.google.common.base.Supplier from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.897; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.base.Ticker from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.898; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.CacheBuilder$3 from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.899; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface com.google.common.cache.Cache from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.900; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface com.google.common.cache.LoadingCache from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.901; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface com.google.common.cache.AbstractCache$StatsCounter from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.902; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.CacheBuilder$1 from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.903; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.base.Suppliers from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.905; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.base.Suppliers$SupplierOfInstance from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.906; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.CacheStats from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.907; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.CacheBuilder$2 from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.912; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.base.Ticker$1 from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.914; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.util.logging.Logger
DEBUG - 2014-07-23 11:02:40.914; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.util.logging.Logger from null
DEBUG - 2014-07-23 11:02:40.926; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$LocalManualCache from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.928; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.CacheLoader from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.929; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$LocalManualCache$1 from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.929; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface java.util.concurrent.ConcurrentMap
DEBUG - 2014-07-23 11:02:40.930; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface java.util.concurrent.ConcurrentMap from null
DEBUG - 2014-07-23 11:02:40.932; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.util.AbstractMap
DEBUG - 2014-07-23 11:02:40.932; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.util.AbstractMap from null
DEBUG - 2014-07-23 11:02:40.933; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.933; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface java.util.Queue
DEBUG - 2014-07-23 11:02:40.934; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface java.util.Queue from null
DEBUG - 2014-07-23 11:02:40.935; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface com.google.common.cache.LocalCache$ValueReference from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.937; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.CacheLoader$UnsupportedLoadingOperationException from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.938; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.util.concurrent.UncheckedExecutionException from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.940; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.util.concurrent.ExecutionError from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.941; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.CacheLoader$InvalidCacheLoadException from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.943; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface com.google.common.cache.LocalCache$ReferenceEntry from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.949; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.util.concurrent.MoreExecutors from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.952; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface com.google.common.util.concurrent.ListeningExecutorService from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.953; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface java.util.concurrent.ScheduledExecutorService
DEBUG - 2014-07-23 11:02:40.953; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface java.util.concurrent.ScheduledExecutorService from null
DEBUG - 2014-07-23 11:02:40.954; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface com.google.common.util.concurrent.ListeningScheduledExecutorService from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.954; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.lang.reflect.InvocationTargetException
DEBUG - 2014-07-23 11:02:40.955; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.lang.reflect.InvocationTargetException from null
DEBUG - 2014-07-23 11:02:40.957; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.util.concurrent.AbstractListeningExecutorService from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.957; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.util.concurrent.MoreExecutors$SameThreadExecutorService from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.959; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface com.google.common.util.concurrent.ListenableFuture from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.959; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.util.concurrent.CancellationException
DEBUG - 2014-07-23 11:02:40.959; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.util.concurrent.CancellationException from null
DEBUG - 2014-07-23 11:02:40.960; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.util.concurrent.RejectedExecutionException
DEBUG - 2014-07-23 11:02:40.961; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.util.concurrent.RejectedExecutionException from null
DEBUG - 2014-07-23 11:02:40.962; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$1 from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.963; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$2 from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.964; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$Strength from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.966; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$Strength$1 from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.967; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$Strength$2 from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.967; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$Strength$3 from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.969; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$StrongValueReference from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.970; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$WeightedStrongValueReference from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.971; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.lang.ref.SoftReference
DEBUG - 2014-07-23 11:02:40.971; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.lang.ref.SoftReference from null
DEBUG - 2014-07-23 11:02:40.972; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$SoftValueReference from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.973; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$WeightedSoftValueReference from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.974; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.lang.ref.WeakReference
DEBUG - 2014-07-23 11:02:40.974; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class java.lang.ref.WeakReference from null
DEBUG - 2014-07-23 11:02:40.974; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$WeakValueReference from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:02:40.976; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class com.google.common.cache.LocalCache$WeightedWeakValueReference from WebAppClassLoader=1598675078@5f49d886
