INFO  - 2014-07-23 11:01:34.262; org.apache.solr.servlet.SolrDispatchFilter; SolrDispatchFilter.init()
DEBUG - 2014-07-23 11:01:35.077; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.shingle.ShingleFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.081; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.snowball.SnowballPorterFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.083; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.standard.ClassicFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.085; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.standard.StandardFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.085; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.sv.SwedishLightStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.087; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.synonym.SynonymFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.088; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.th.ThaiWordFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.089; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.tr.TurkishLowerCaseFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.090; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.util.ElisionFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.092; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.collation.CollationKeyFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.093; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ja.JapaneseBaseFormFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.094; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ja.JapaneseKatakanaStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.095; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ja.JapanesePartOfSpeechStopFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.096; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ja.JapaneseReadingFormFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.109; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.phonetic.BeiderMorseFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.111; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.phonetic.DoubleMetaphoneFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.112; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.phonetic.PhoneticFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.115; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ar.ArabicNormalizationFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.116; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ar.ArabicStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.116; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.bg.BulgarianStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.116; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.br.BrazilianStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.117; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.cjk.CJKBigramFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.117; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.cjk.CJKWidthFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.118; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.cn.ChineseFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.118; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ckb.SoraniNormalizationFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.119; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ckb.SoraniStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.120; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.commongrams.CommonGramsFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.120; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.commongrams.CommonGramsQueryFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.120; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.compound.DictionaryCompoundWordTokenFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.121; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.compound.HyphenationCompoundWordTokenFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.121; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.core.LowerCaseFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.122; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.core.StopFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.122; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.core.TypeTokenFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.123; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.cz.CzechStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.124; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.de.GermanLightStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.124; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.de.GermanMinimalStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.125; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.de.GermanNormalizationFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.125; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.de.GermanStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.126; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.el.GreekLowerCaseFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.126; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.el.GreekStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.127; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.en.EnglishMinimalStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.128; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.en.EnglishPossessiveFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.128; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.en.KStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.129; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.en.PorterStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.129; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.es.SpanishLightStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.130; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.fa.PersianNormalizationFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.131; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.fi.FinnishLightStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.132; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.fr.FrenchLightStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.136; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.fr.FrenchMinimalStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.140; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ga.IrishLowerCaseFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.142; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.gl.GalicianMinimalStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.144; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.gl.GalicianStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.145; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.hi.HindiNormalizationFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.147; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.hi.HindiStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.149; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.hu.HungarianLightStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.150; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.hunspell.HunspellStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.151; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.id.IndonesianStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.151; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.in.IndicNormalizationFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.152; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.it.ItalianLightStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.153; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.lv.LatvianStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.153; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.ASCIIFoldingFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.154; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.CapitalizationFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.155; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.CodepointCountFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.155; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.HyphenatedWordsFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.156; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.KeepWordFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.157; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.KeywordMarkerFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.157; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.KeywordRepeatFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.158; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.LengthFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.159; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.LimitTokenCountFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.159; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.LimitTokenPositionFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.160; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.RemoveDuplicatesTokenFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.161; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.StemmerOverrideFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.161; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.TrimFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.162; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.WordDelimiterFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.162; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.ScandinavianFoldingFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.163; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.miscellaneous.ScandinavianNormalizationFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.164; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ngram.EdgeNGramFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.164; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ngram.NGramFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.165; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.no.NorwegianLightStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.165; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.no.NorwegianMinimalStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.166; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.pattern.PatternReplaceFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.166; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.pattern.PatternCaptureGroupFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.167; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.payloads.DelimitedPayloadTokenFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.167; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.payloads.NumericPayloadTokenFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.168; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.payloads.TokenOffsetPayloadTokenFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.168; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.payloads.TypeAsPayloadTokenFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.169; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.position.PositionFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.169; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.pt.PortugueseLightStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.170; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.pt.PortugueseMinimalStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.170; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.pt.PortugueseStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.171; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.reverse.ReverseStringFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.171; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ru.RussianLightStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.172; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.shingle.ShingleFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.172; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.snowball.SnowballPorterFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.173; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.standard.ClassicFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.173; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.standard.StandardFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.174; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.sv.SwedishLightStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.174; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.synonym.SynonymFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.174; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.th.ThaiWordFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.175; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.tr.TurkishLowerCaseFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.175; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.util.ElisionFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.176; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.collation.CollationKeyFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.177; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ja.JapaneseBaseFormFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.177; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ja.JapaneseKatakanaStemFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.178; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ja.JapanesePartOfSpeechStopFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.179; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ja.JapaneseReadingFormFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.182; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.phonetic.BeiderMorseFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.185; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.phonetic.DoubleMetaphoneFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.188; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.phonetic.PhoneticFilterFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.195; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ar.ArabicLetterTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.199; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.cjk.CJKTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.201; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.cn.ChineseTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.202; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.core.KeywordTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.204; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.core.LetterTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.206; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.core.LowerCaseTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.207; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.core.WhitespaceTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.209; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ngram.EdgeNGramTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.211; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ngram.NGramTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.213; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.path.PathHierarchyTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.214; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.pattern.PatternTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.215; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ru.RussianLetterTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.216; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.standard.ClassicTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.218; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.standard.StandardTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.219; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.standard.UAX29URLEmailTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.220; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.wikipedia.WikipediaTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.222; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ja.JapaneseTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.225; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ar.ArabicLetterTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.225; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.cjk.CJKTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.227; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.cn.ChineseTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.227; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.core.KeywordTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.228; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.core.LetterTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.230; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.core.LowerCaseTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.234; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.core.WhitespaceTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.237; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ngram.EdgeNGramTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
DEBUG - 2014-07-23 11:01:35.240; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.analysis.ngram.NGramTokenizerFactory from WebAppClassLoader=1598675078@5f49d886
