INFO  - 2014-07-23 13:12:20.346; org.apache.solr.servlet.SolrDispatchFilter; SolrDispatchFilter.init()
DEBUG - 2014-07-23 13:12:20.538; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.lucene41.Lucene41PostingsWriter from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.541; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.lucene41.Lucene41PostingsReader from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.545; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.simpletext.SimpleTextPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.549; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.simpletext.SimpleTextFieldsWriter from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.552; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.simpletext.SimpleTextFieldsReader from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.556; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.MemoryPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.558; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.MemoryPostingsFormat$1 from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.559; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface java.util.SortedMap
DEBUG - 2014-07-23 13:12:20.560; org.eclipse.jetty.webapp.WebAppClassLoader; loaded interface java.util.SortedMap from null
DEBUG - 2014-07-23 13:12:20.562; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.MemoryPostingsFormat$2 from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.563; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.bloom.BloomFilteringPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.568; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.bloom.BloomFilterFactory from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.570; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.bloom.DefaultBloomFilterFactory from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.571; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.bloom.BloomFilteringPostingsFormat$BloomFilteredFieldsConsumer from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.573; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.bloom.BloomFilteringPostingsFormat$BloomFilteredFieldsProducer from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.574; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.DirectPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.576; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.DirectPostingsFormat$DirectFields from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.577; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTPulsing41PostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.578; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTTermsWriter from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.579; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTTermsReader from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.580; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTOrdPulsing41PostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.582; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTOrdTermsWriter from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.583; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTOrdTermsReader from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.584; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.585; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTOrdPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.589; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.lucene40.Lucene40PostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.592; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.lucene40.Lucene40PostingsReader from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.597; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.lucene41.Lucene41PostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.606; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.pulsing.Pulsing41PostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.608; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.simpletext.SimpleTextPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.609; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.MemoryPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.610; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.bloom.BloomFilteringPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.611; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.DirectPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.611; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTPulsing41PostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.612; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTOrdPulsing41PostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.613; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.614; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.FSTOrdPostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.615; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.lucene40.Lucene40PostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.615; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.lucene41.Lucene41PostingsFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.618; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.DocValuesFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.623; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.diskdv.DiskDocValuesFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.625; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.DocValuesConsumer from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.627; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.lucene45.Lucene45DocValuesConsumer from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.628; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.diskdv.DiskDocValuesFormat$1 from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.630; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.DocValuesProducer from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.632; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.lucene45.Lucene45DocValuesProducer from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.632; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.diskdv.DiskDocValuesProducer from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.634; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.MemoryDocValuesFormat from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.636; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.MemoryDocValuesConsumer from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.638; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.MemoryDocValuesProducer from WebAppClassLoader=1545595021@5c1fe88d
DEBUG - 2014-07-23 13:12:20.640; org.eclipse.jetty.webapp.WebAppClassLoader; loaded class org.apache.lucene.codecs.memory.DirectDocValuesFormat from WebAppClassLoader=1545595021@5c1fe88d
